"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue"
"OTU_5","1","1.09","20.0918493901883","16.1485602685941","1.24418827784066","0.315204819032718","0.196263123668439","0.196263123668439","1","A","0.54","0.73972602739726"
"OTU_5","1.09","1.18","19.8639189436806","16.2281646967247","1.22403976758318","0.291650430222603","0.183033079084956","0.183033079084956","1","A","0.54","0.73972602739726"
"OTU_5","1.18","1.27","19.6420506637591","16.3082392012797","1.20442497938207","0.268344534511101","0.16972827937108","0.16972827937108","1","A","0.56","0.756756756756757"
"OTU_5","1.27","1.36","19.4283958422103","16.3888388570891","1.18546506019287","0.245453142170983","0.156449199913739","0.156449199913739","1","A","0.58","0.773333333333333"
"OTU_5","1.36","1.45","19.2250129125997","16.4700197902449","1.16727321262762","0.223142278586334","0.143302536902289","0.143302536902289","1","A","0.6","0.776470588235294"
"OTU_5","1.45","1.54","19.0338778613846","16.5518391960031","1.14995546029597","0.201577984252689","0.130401102889128","0.130401102889128","1","A","0.6","0.776470588235294"
"OTU_5","1.54","1.63","18.8568967363491","16.6343553586359","1.13361151242687","0.180926314777188","0.117863581096514","0.117863581096514","1","A","0.62","0.776470588235294"
"OTU_5","1.63","1.72","18.6959201325225","16.7176276732975","1.11833571711762","0.161353340878759","0.105814126568912","0.105814126568912","1","A","0.66","0.776470588235294"
"OTU_5","1.72","1.81","18.5527595775872","16.8017166699668","1.10421809521109","0.143025148388292","0.0943818034345514","0.0943818034345514","1","A","0.66","0.776470588235294"
"OTU_5","1.81","1.9","18.4292057862858","16.8866840395345","1.09134544965371","0.126107838248772","0.083699849284835","0.083699849284835","1","A","0.66","0.776470588235294"
"OTU_5","1.9","1.99","18.3270488064844","16.972592662103","1.07980254822268","0.110767526515372","0.0739047600452814","0.0739047600452814","1","A","0.69","0.802325581395349"
"OTU_5","1.99","2.08","18.2484682436371","17.0594982931971","1.06969548166104","0.0972001521172264","0.0651545069189348","0.0651545069189348","1","A","0.73","0.821052631578947"
"OTU_5","2.08","2.17","18.1981099923337","17.1474024899087","1.06127502419351","0.0857985720155266","0.057737177260037","0.057737177260037","1","A","0.76","0.821052631578947"
"OTU_5","2.17","2.26","18.1834612352433","17.2362434343042","1.05495500249514","0.0771814642769402","0.0520922715804603","0.0520922715804603","1","A","0.78","0.821052631578947"
"OTU_5","2.26","2.35","18.2128888298396","17.3259415298059","1.05119186732264","0.0720260192254303","0.048698880683911","0.048698880683911","1","A","0.78","0.821052631578947"
