"interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue"
"1","1.09","20.1010322729536","16.1384945675938","1.24553329238755","0.316763584501663","0.197131055338462","0.197131055338462","1","A","0.8","0.842105263157895"
"1.09","1.18","19.8732242019012","16.2182628864039","1.22536083803163","0.293206649295203","0.183913857075474","0.183913857075474","1","A","0.8","0.842105263157895"
"1.18","1.27","19.6514072393169","16.2985060557169","1.20571831382202","0.269892896691134","0.170618884580021","0.170618884580021","1","A","0.8","0.842105263157895"
"1.27","1.36","19.4376907340212","16.3792811602941","1.18672428562623","0.246984789264763","0.157344286190029","0.157344286190029","1","A","0.6","0.674157303370786"
"1.36","1.45","19.2340929087835","16.4606463784359","1.16848952748179","0.224644804109796","0.144194298296284","0.144194298296284","1","A","0.6","0.674157303370786"
"1.45","1.54","19.0425509192358","16.5426610008287","1.15111776263093","0.203035432838473","0.131279151044931","0.131279151044931","1","A","0.6","0.674157303370786"
"1.54","1.63","18.8649329271995","16.6253854514883","1.13470649942199","0.182319181581715","0.118714839027189","0.118714839027189","1","A","0.6","0.674157303370786"
"1.63","1.72","18.7030520721344","16.708881310869","1.11934795179664","0.162658570989291","0.106622745505614","0.106622745505614","1","A","0.6","0.674157303370786"
"1.72","1.81","18.558682263993","16.7932113412066","1.10513003659129","0.144216136229984","0.0951291097973947","0.0951291097973947","1","A","0.6","0.674157303370786"
"1.81","1.9","18.4335757656329","16.8784395141683","1.09213744257336","0.127154426991726","0.0843643290502545","0.0843643290502545","1","A","0.6","0.674157303370786"
"1.9","1.99","18.3294825831091","16.9646310408837","1.08045276899545","0.111636007481685","0.0744620878432786","0.0744620878432786","1","A","1","1"
"1.99","2.08","18.2485496162776","17.0518438718046","1.07018043054287","0.0978540529858642","0.0655781292013258","0.0655781292013258","1","A","1","1"
"2.08","2.17","18.1954503374254","17.14008056032","1.06157320984527","0.086203868029618","0.0580018497775069","0.0580018497775069","1","A","1","1"
"2.17","2.26","18.1777658069735","17.2292788743006","1.05505087819361","0.0773125723426434","0.052178410853386","0.052178410853386","1","A","1","1"
"2.26","2.35","18.2039665694637","17.3193584164246","1.05107626574667","0.0718673545737432","0.0485942527780188","0.0485942527780188","1","A","0.8","0.842105263157895"
"2.35","2.44","18.2828571550964","17.4102370065737","1.05012109531842","0.0705557026932465","0.0477288719766335","0.0477288719766335","1","A","0.8","0.842105263157895"
"2.44","2.53","18.4238066633798","17.5018306556721","1.05267883262308","0.0740653440015947","0.050042644527976","0.050042644527976","1","A","0.6","0.674157303370786"
"2.53","2.62","18.6370323408588","17.5940535269108","1.05928018874972","0.0830842450944347","0.0559627088086043","0.0559627088086043","1","A","0.4","0.540540540540541"
"2.62","2.71","18.9339461324336","17.6868179011006","1.07051173581967","0.0983006118056532","0.0658673169665703","0.0658673169665703","1","A","0.4","0.540540540540541"
"2.71","2.8","19.3275796582125","17.7800341463178","1.08703838806829","0.120402889121292","0.080069286442554","0.080069286442554","1","A","0.4","0.540540540540541"
"2.8","2.89","19.8331092454539","17.8736106920144","1.10963081758936","0.150079761056366","0.0987993626813023","0.0987993626813023","1","A","0.4","0.540540540540541"
"2.89","2.98","20.4685108235109","17.9674540077677","1.13919928859492","0.188020150485677","0.122190463063408","0.122190463063408","1","A","0.4","0.540540540540541"
"2.98","3.07","21.2544455423627","18.0614694663756","1.17678384817644","0.234849350281457","0.150226270058331","0.150226270058331","1","A","0.4","0.540540540540541"
"3.07","3.16","22.2073037365002","18.1555683719457","1.22316764099852","0.290622145699131","0.182450576289233","0.182450576289233","1","A","0.2","0.327868852459016"
"3.16","3.25","23.3355667733946","18.2496706030244","1.27868427222612","0.354660083512719","0.217946117176325","0.217946117176325","1","A","0","0"
"3.25","3.34","24.6456861991729","18.3436978248101","1.34355059893318","0.426050655147403","0.255703506221476","0.255703506221476","1","A","0","0"
"3.34","3.43","26.1448881917216","18.437570195198","1.41802243543626","0.503880358555268","0.29479253994148","0.29479253994148","1","A","0","0"
"3.43","3.52","27.8406506792111","18.5312063497403","1.50236580143641","0.587236128208398","0.334383144874635","0.334383144874635","1","A","0","0"
"3.52","3.61","29.7400864961631","18.6245234105354","1.59682402822398","0.675205334917802","0.373756918530204","0.373756918530204","1","A","0","0"
"3.61","3.7","31.8492342032959","18.7174369987443","1.70158094857926","0.766875785646714","0.412311238654292","0.412311238654292","1","A","0","0"
"3.7","3.79","34.172242614915","18.8098612508413","1.81671954722082","0.861335723335146","0.449557306998883","0.449557306998883","1","A","0","0"
"3.79","3.88","36.7104422892701","18.9017088387028","1.94217584254088","0.957673826749422","0.48511356279062","0.48511356279062","1","A","0","0"
"3.88","3.97","39.4613067609676","18.9928909936355","2.07768826631981","1.05497921036736","0.518695842773714","0.518695842773714","1","A","0","0"
"3.97","4.06","42.4177611684694","19.0833143359803","2.22276699013932","1.15235672038938","0.550110288466484","0.550110288466484","1","A","0","0"
"4.06","4.15","45.5726395140205","19.1728434924295","2.37693691767813","1.2491036156234","0.579290475669488","0.579290475669488","1","A","0","0"
"4.15","4.24","48.9226005696868","19.2612793784819","2.5399455357229","1.34479756149157","0.606290770437569","0.606290770437569","1","A","0","0"
"4.24","4.33","52.4644045311557","19.348395098613","2.71156363428389","1.43912502754972","0.631209097453435","0.631209097453435","1","A","0","0"
"4.33","4.42","56.1915895713774","19.4339598381976","2.89141225150278","1.53177431991746","0.654148245557077","0.654148245557077","1","A","0","0"
"4.42","4.51","60.0939505772724","19.5177394261627","3.07894009983138","1.62243380031004","0.675212908476276","0.675212908476276","1","A","0","0"
"4.51","4.6","64.1570799717373","19.5994965272141","3.27340449192941","1.71079188605033","0.694507659390856","0.694507659390856","1","A","0","0"
