"interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue"
"1","1.09","23.3488498004251","25.2839000970376","0.923467096089375","-0.11486753720361","-0.076532903910625","0.076532903910625","-1","B","0.6","0.659340659340659"
"1.09","1.18","23.4048439222928","24.9170857418599","0.939309041384941","-0.0903281988606663","-0.060690958615059","0.060690958615059","-1","B","0.6","0.659340659340659"
"1.18","1.27","23.4550871297954","24.5562334115009","0.955158176612304","-0.066188428003047","-0.0448418233876965","0.0448418233876965","-1","B","0.6","0.659340659340659"
"1.27","1.36","23.4956139895451","24.2016598495556","0.970826552211728","-0.0427145279925338","-0.0291734477882721","0.0291734477882721","-1","B","0.8","0.860215053763441"
"1.36","1.45","23.5224419616976","23.8536594772698","0.986114603677987","-0.0201727722700366","-0.0138853963220138","0.0138853963220138","-1","B","1","1"
"1.45","1.54","23.5315911160468","23.5125054430715","1.00081172434054","0.00117059564443116","0.000811065978546514","0.000811065978546514","1","A","1","1"
"1.54","1.63","23.5191105109164","23.1784506997027","1.01469726409359","0.0210493621517032","0.0144843832871815","0.0144843832871815","1","A","1","1"
"1.63","1.72","23.4811110912398","22.8517291036249","1.02754198532465","0.0391973435732957","0.0268037566522878","0.0268037566522878","1","A","1","1"
"1.72","1.81","23.4138048240429","22.5325565318504","1.03911000027657","0.0553483861510465","0.0376379789109489","0.0376379789109489","1","A","1","1"
"1.81","1.9","23.3135496235869","22.2211320118415","1.04916120435103","0.0692363660464612","0.0468576269758656","0.0468576269758656","1","A","0.6","0.659340659340659"
"1.9","1.99","23.176899428289","21.9176388605909","1.05745420734905","0.0805951893396762","0.0543325724648488","0.0543325724648488","1","A","0.6","0.659340659340659"
"1.99","2.08","23.0027697989473","21.6222930969262","1.06384506471321","0.0892880562471458","0.0600134989867334","0.0600134989867334","1","A","0.6","0.659340659340659"
"2.08","2.17","22.8041123085812","21.3356031161665","1.0688290452545","0.096031118459092","0.0643966830430863","0.0643966830430863","1","A","0.6","0.659340659340659"
"2.17","2.26","22.6093066430851","21.0583973884844","1.0736480191721","0.102521102984761","0.0685960555572825","0.0685960555572825","1","A","0.6","0.659340659340659"
"2.26","2.35","22.44987859109","20.7915483163222","1.07975982594168","0.11071044529958","0.0738681177289741","0.0738681177289741","1","A","0.4","0.51948051948052"
"2.35","2.44","22.3566021186846","20.5358826889679","1.08866039299566","0.122553976320404","0.0814398995004256","0.0814398995004256","1","A","0.4","0.51948051948052"
"2.44","2.53","22.3601988510169","20.2921868559822","1.10191173626144","0.140008667867617","0.0924862971395567","0.0924862971395567","1","A","0.4","0.51948051948052"
