"interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue"
"1","1.09","18.4558768748842","20.9161213297758","0.882375684473143","-0.180535059594235","-0.117624315526857","0.117624315526857","-1","B","0.6","1"
"1.09","1.18","18.5176939801941","20.8918248781528","0.886360769736234","-0.174034065665723","-0.113639230263766","0.113639230263766","-1","B","0.6","1"
"1.18","1.27","18.5795425178998","20.8675566493574","0.890355436915609","-0.167546708575123","-0.109644563084391","0.109644563084391","-1","B","0.6","1"
"1.27","1.36","18.6413040182112","20.8433166105345","0.894354020837051","-0.161082074433753","-0.105645979162949","0.105645979162949","-1","B","0.6","1"
"1.36","1.45","18.7028584523368","20.8191047288589","0.898350755035655","-0.15464924930943","-0.101649244964345","0.101649244964345","-1","B","0.6","1"
"1.45","1.54","18.7640842419794","20.7949209715355","0.902339771700215","-0.148257319226462","-0.0976602282997852","0.0976602282997852","-1","B","0.6","1"
"1.54","1.63","18.8248582766545","20.7707653057989","0.906315101995727","-0.141915370165653","-0.0936848980042729","0.0936848980042729","-1","B","0.6","1"
"1.63","1.72","18.8850559390006","20.7466376989139","0.910270676775215","-0.135632488064301","-0.0897293232247848","0.0897293232247848","-1","B","0.6","1"
"1.72","1.81","18.9445511382456","20.7225381181752","0.914200327691993","-0.1294177588162","-0.0857996723080072","0.0857996723080072","-1","B","0.6","1"
"1.81","1.9","19.0032163519894","20.6984665309074","0.918097788723304","-0.123280268271637","-0.0819022112766955","0.0819022112766955","-1","B","0.6","1"
"1.9","1.99","19.0609226764553","20.6744229044651","0.921956698116043","-0.117229102237394","-0.0780433018839574","0.0780433018839574","-1","B","0.6","1"
"1.99","2.08","19.1175473771815","20.6504072062414","0.925770963557725","-0.11127278111067","-0.0742290364422746","0.0742290364422746","-1","B","0.6","1"
"2.08","2.17","19.1730160845072","20.6264194037139","0.929536809527636","-0.105416098089576","-0.0704631904723636","0.0704631904723636","-1","B","0.6","1"
"2.17","2.26","19.2273105841243","20.602459464453","0.933253168986871","-0.0996595924853161","-0.0667468310131288","0.0667468310131288","-1","B","0.6","1"
"2.26","2.35","19.2804274621578","20.5785273560743","0.936919689564988","-0.0940027059484139","-0.063080310435012","0.063080310435012","-1","B","0.6","1"
"2.35","2.44","19.3323636166565","20.5546230462232","0.940536032851679","-0.0884448790276457","-0.0594639671483208","0.0594639671483208","-1","B","0.6","1"
"2.44","2.53","19.3831162419333","20.530746502574","0.944101873719163","-0.0829855522710386","-0.0558981262808369","0.0558981262808369","-1","B","0.6","1"
"2.53","2.62","19.4326828273791","20.5068976928307","0.947616900345334","-0.0776241662258706","-0.0523830996546656","0.0523830996546656","-1","B","0.6","1"
"2.62","2.71","19.4810611561619","20.4830765847264","0.951080814231214","-0.0723601614386717","-0.0489191857687858","0.0489191857687858","-1","B","0.6","1"
"2.71","2.8","19.5282493038137","20.4592831460236","0.954493330212752","-0.0671929784552222","-0.0455066697872479","0.0455066697872479","-1","B","0.6","1"
"2.8","2.89","19.5742456367073","20.4355173445142","0.957854176467029","-0.0621220578205526","-0.0421458235329715","0.0421458235329715","-1","B","0.6","1"
"2.89","2.98","19.6190488104245","20.4117791480196","0.961163094512908","-0.0571468400789468","-0.0388369054870917","0.0388369054870917","-1","B","0.8","1"
"2.98","3.07","19.662656609877","20.3880685243865","0.964419782401566","-0.0522668507491572","-0.0355802175984335","0.0355802175984335","-1","B","0.8","1"
"3.07","3.16","19.705056720498","20.364385441458","0.967623441284028","-0.047482374955038","-0.0323765587159721","0.0323765587159721","-1","B","0.8","1"
"3.16","3.25","19.7462233950356","20.3407298670633","0.97077260865696","-0.0427946929416548","-0.0292273913430403","0.0292273913430403","-1","B","0.8","1"
"3.25","3.34","19.7861265377791","20.317101769047","0.973865601634341","-0.0382054080359328","-0.0261343983656586","0.0261343983656586","-1","B","0.8","1"
"3.34","3.43","19.8247360875574","20.2935011152835","0.976900731664631","-0.0337161255404693","-0.0230992683353694","0.0230992683353694","-1","B","0.8","1"
"3.43","3.52","19.8620220616366","20.2699278736769","0.979876306685333","-0.0293284507559351","-0.0201236933146674","0.0201236933146674","-1","B","0.8","1"
"3.52","3.61","19.8979545730052","20.2463820121615","0.982790631978248","-0.0250439889810766","-0.0172093680217524","0.0172093680217524","-1","B","0.8","1"
"3.61","3.7","19.9325038479919","20.222863498701","0.985642011047163","-0.0208643455127123","-0.0143579889528375","0.0143579889528375","-1","B","0.8","1"
"3.7","3.79","19.9656402442076","20.199372301289","0.988428746517707","-0.0167911256457355","-0.011571253482293","0.011571253482293","-1","B","0.8","1"
"3.79","3.88","19.9973342688026","20.1759083879492","0.99114914105908","-0.0128259346731132","-0.00885085894091972","0.00885085894091972","-1","B","1","1"
"3.88","3.97","20.0275565970278","20.1524717267349","0.99380149832731","-0.00897037788588645","-0.00619850167269038","0.00619850167269038","-1","B","1","1"
"3.97","4.06","20.0562767630293","20.1290622857345","0.996384057952032","-0.00522615610421575","-0.00361594204796786","0.00361594204796786","-1","B","1","1"
"4.06","4.15","20.0834477129638","20.1056800331343","0.998894226898373","-0.00159617603706145","-0.00110577310162737","0.00110577310162737","-1","B","1","1"
"4.15","4.24","20.1089970844311","20.0823249372528","1.00132814040514","0.00191483027565673","0.00132637878787903","0.00132637878787903","1","A","1","1"
"4.24","4.33","20.1328424115171","20.0589969664783","1.00368141264303","0.00530140341319382","0.00366790955441942","0.00366790955441942","1","A","1","1"
"4.33","4.42","20.1549011215321","20.0356960892286","1.00594963268422","0.00855807204621161","0.00591444391538903","0.00591444391538903","1","A","1","1"
"4.42","4.51","20.1750907697226","20.0124222739505","1.00812837614284","0.0116793648615201","0.00806283835987562","0.00806283835987562","1","A","0.8","1"
"4.51","4.6","20.1933291113566","19.9891754891195","1.01021320876132","0.0146598105620823","0.010109953693678","0.010109953693678","1","A","0.8","1"
"4.6","4.69","20.209534176914","19.96595570324","1.01219969017734","0.0174939378670117","0.0120526515624604","0.0120526515624604","1","A","1","1"
"4.69","4.78","20.223624350329","19.9427628848452","1.01408337787023","0.020176275511571","0.0138877908637184","0.0138877908637184","1","A","1","1"
"4.78","4.87","20.2355184502206","19.9195970024971","1.01585983128494","0.0227013522471741","0.0156122240455918","0.0156122240455918","1","A","1","1"
"4.87","4.96","20.2451358140437","19.8964580247866","1.01752461613131","0.025063696841386","0.0172227932901892","0.0172227932901892","1","A","1","1"
"4.96","5.05","20.2523956117499","19.8733459203353","1.01907326994327","0.0272577829891515","0.0187162891087625","0.0187162891087625","1","A","1","1"
"5.05","5.14","20.2572030497479","19.8502606578286","1.02050060696602","0.0292770404466862","0.0200887748876243","0.0200887748876243","1","A","1","1"
"5.14","5.23","20.2594382234656","19.8272022060423","1.02180015177792","0.031113055147799","0.0213350445681459","0.0213350445681459","1","A","1","1"
"5.23","5.32","20.2589697235181","19.8041705338103","1.02296481889667","0.0327565297596167","0.0224492753538115","0.0224492753538115","1","A","1","1"
"5.32","5.41","20.2556668057295","19.7811656099954","1.02398752455186","0.0341981387980619","0.0234256023405698","0.0234256023405698","1","A","1","1"
