"interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue"
"1","1.09","145.224782641009","20.7178360075088","7.00965016753556","2.80934244506963","0.857339528207643","0.857339528207643","1","A","0","0"
"1.09","1.18","137.537176880302","20.6173351683189","6.67094829460039","2.73789185926188","0.85009627479658","0.85009627479658","1","A","0","0"
"1.18","1.27","130.307941106008","20.5175081970074","6.3510607552731","2.66699757118648","0.842545987428993","0.842545987428993","1","A","0","0"
"1.27","1.36","123.540232224337","20.4184737534339","6.05041462531256","2.5970340113766","0.834722070812074","0.834722070812074","1","A","0","0"
"1.36","1.45","117.232510830027","20.3203481577724","5.76921762953093","2.52837568654388","0.826666271890786","0.826666271890786","1","A","0","0"
"1.45","1.54","111.379492587417","20.2232454410618","5.5074984335239","2.46139717958614","0.818429362791455","0.818429362791455","1","A","0","0"
"1.54","1.63","105.973025644634","20.1272774022341","5.26514458596726","2.3964731495974","0.810071692491558","0.810071692491558","1","A","0","0"
"1.63","1.72","101.002890385781","20.0325536713936","5.04193783990767","2.33397833187957","0.801663560370607","0.801663560370607","1","A","0","0"
"1.72","1.81","96.4575219379147","19.9391817791287","4.83758676792252","2.27428753795553","0.793285361488318","0.793285361488318","1","A","0","0"
"1.81","1.9","92.3246592059029","19.84726723165","4.65175674455953","2.21777565558296","0.78502745201164","0.78502745201164","1","A","0","0"
"1.9","1.99","88.591926907232","19.7569135915588","4.48409750321949","2.1648176487682","0.776989684260429","0.776989684260429","1","A","0","0"
"1.99","2.08","85.2445441751084","19.6682260749874","4.33412468669536","2.1157406583438","0.769272904614457","0.769272904614457","1","A","0","0"
"2.08","2.17","82.2509535448363","19.5813311415522","4.20047814677406","2.07055356139536","0.761931864645459","0.761931864645459","1","A","0","0"
"2.17","2.26","79.5630848473277","19.4963794562187","4.08091589651276","2.02889297843864","0.754956969131727","0.754956969131727","1","A","0","0"
"2.26","2.35","77.1336775158046","19.4135260155388","3.97319257996027","1.99029872230098","0.748313231771414","0.748313231771414","1","A","0","0"
"2.35","2.44","74.9210138918669","19.3329234296462","3.87530702040535","1.95431061213397","0.741955928979428","0.741955928979428","1","A","0","0"
"2.44","2.53","72.8879776378964","19.2547221012513","3.78545986042352","1.92046857050253","0.735831302702515","0.735831302702515","1","A","0","0"
"2.53","2.62","71.0012990445906","19.1790704234532","3.70201983083426","1.88831262340125","0.729877189832706","0.729877189832706","1","A","0","0"
"2.62","2.71","69.230959961566","19.1061149892646","3.62349750331062","1.85738290026646","0.724023543803647","0.724023543803647","1","A","0","0"
"2.71","2.8","67.5497324420661","19.0360008126838","3.54852540230285","1.82721963398475","0.718192802184524","0.718192802184524","1","A","0","0"
"2.8","2.89","65.9328305036607","18.9688715611987","3.47584358357552","1.79736316089877","0.712300057250758","0.712300057250758","1","A","0","0"
"2.89","2.98","64.3576583279139","18.9048697996612","3.40428995332554","1.76735392081054","0.706252988520225","0.706252988520225","1","A","0","0"
"2.98","3.07","62.8040245302526","18.8441304047176","3.33281627654889","1.73674179023022","0.699953457669892","0.699953457669892","1","A","0","0"
"3.07","3.16","61.2569746958736","18.7867267455265","3.26065181687172","1.70516039358827","0.693312853943601","0.693312853943601","1","A","0","0"
"3.16","3.25","59.7074020213737","18.7326527150618","3.18734366827644","1.67235458290222","0.686259122305204","0.686259122305204","1","A","0","0"
"3.25","3.34","58.1486260132796","18.6818777721572","3.11256859307484","1.63810563085092","0.678721939742983","0.678721939742983","1","A","0","0"
"3.34","3.43","56.5748688008612","18.6343729893002","3.03604896356569","1.60219505785607","0.670624547890838","0.670624547890838","1","A","0","0"
"3.43","3.52","54.9812538559987","18.5901111853556","2.95755379340121","1.56440440923028","0.661882734903702","0.661882734903702","1","A","0","0"
"3.52","3.61","53.3638172510367","18.5490668998181","2.87690036050061","1.52451525517489","0.652403672462959","0.652403672462959","1","A","0","0"
"3.61","3.7","51.7195200903632","18.5112163686128","2.79395578661474","1.48230919077732","0.642084529472231","0.642084529472231","1","A","0","0"
"3.7","3.79","50.0462599356595","18.4765375014109","2.70863845197392","1.43756783600783","0.630810823322968","0.630810823322968","1","A","0","0"
"3.79","3.88","48.3428790811713","18.4450098604323","2.62091912376122","1.39007283571561","0.61845446090495","0.61845446090495","1","A","0","0"
"3.88","3.97","46.6091676023332","18.4166146407053","2.53082167986049","1.33960585962403","0.604871410752605","0.604871410752605","1","A","0","0"
"3.97","4.06","44.846352910156","18.3913349804419","2.43845011565759","1.28596445889027","0.589903441707142","0.589903441707142","1","A","0","0"
"4.06","4.15","43.0625103879855","18.369159759331","2.34428307838691","1.22914678952405","0.573430355224808","0.573430355224808","1","A","0","0"
"4.15","4.24","41.2744195595765","18.3500856988428","2.24927666480486","1.16946112594158","0.555412628580861","0.555412628580861","1","A","0","0"
"4.24","4.33","39.5005280167361","18.3341135575458","2.15448256566944","1.10734142403474","0.535851430902956","0.535851430902956","1","A","0","0"
"4.33","4.42","37.7569282482597","18.3212456684673","2.0608275731624","1.04322380145654","0.514758045251953","0.514758045251953","1","A","0","0"
"4.42","4.51","36.0573492326243","18.31148590876","1.96911104933188","0.977544475283513","0.492156625529424","0.492156625529424","1","A","0","0"
